cod_mdr,dsc_situacao_contrato_mdr,dsc_situacao_objeto_mdr,programa,acao,uf_SIGLA_UF,mun_MUNNOMEX,Código IBGE,empreendimento,cluster_empreendimento,situacao_obra,situacao_obra_base_validacao,situacao_contrato,prc_fisico,dte_inicio_obra,dte_fim_obra,pop_beneficiada,vlr_investimento,Populacao,mun_ALTITUDE,mun_AREA,dte_antes_60,dte_depois_60,dte_antes_180,dte_depois_180,dte_antes_365,dte_depois_365,cont_antes_60,cont_depois_60,cont_antes_180,cont_depois_180,cont_antes_365,cont_depois_365,razao_antes_depois_60,diferenca_antes_depois_60,razao_antes_depois_180,diferenca_antes_depois_180,razao_antes_depois_365,diferenca_antes_depois_365,tot_veic
2-1053873,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,TARUMIRIM,3168408.0,"PAVIMENTAÇÃO PAVIMENTAÇÃO ASFÁLTICA E/OU CALÇAMENTO EM BLOQUETES E DRENAGEM PLUVIAL EM VIAS PÚBLICAS, NO MUNICÍPIO DE TARUMIRIM",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-04-30,2021-10-01,277,229464.97,14302.0,284.0,730270.0,2021-03-01,2021-11-30,2020-11-01,2022-03-30,2020-04-30,2022-10-01,3.0,4.0,14.0,8.0,29.0,17.0,0.75,-1.0,1.75,6.0,1.7058823529411764,12.0,5551.0
2-1053874,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,IBIRA,3519402.0,RECAPEAMENTO ASFÁLTICO DE DIVERSAS RUAS NO CENTRO DO MUNICÍPIO DA ESTÂNCIA HIDROMINERAL DE IBIRA/SP.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-11-28,2020-09-01,277,232147.41,12518.0,446.0,270748.0,2019-09-29,2020-10-31,2019-06-01,2021-02-28,2018-11-28,2021-09-01,5.0,2.0,11.0,9.0,27.0,13.0,2.5,3.0,1.2222222222222223,2.0,2.076923076923077,14.0,7225.0
2-1053876,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,TAGUAI,3553005.0,RECAPE ASFÁLTICO EM VARIAS RUAS DA CIDADE DE TAGUAÍ/SP.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-14,2020-08-01,336,300520.94,14141.0,575.0,145800.0,2020-02-14,2020-09-30,2019-10-17,2021-01-28,2019-04-15,2021-08-01,1.0,1.0,2.0,5.0,4.0,6.0,1.0,0.0,0.4,-3.0,0.6666666666666666,-2.0,5646.0
2-1053877,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,RAPOSOS,3153905.0,PAVIMENTAÇÃO EM VIAS DO BAIRRO PONTE DE FERRO NO MUNICIPIO DE RAPOSOS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-23,2021-11-01,284,237934.71,16429.0,732.0,71850.0,2020-04-24,2021-12-31,2019-12-26,2022-04-30,2019-06-24,2022-11-01,12.0,2.0,22.0,7.0,29.0,16.0,6.0,10.0,3.142857142857143,15.0,1.8125,13.0,7442.0
2-1053879,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,MURITIBA,2922300.0,PAVIMENTAÇÃO NO MUNICÍPIO DE MURITIBA/BA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-03-10,2022-08-01,573,467863.69,29410.0,213.0,110562.0,2022-01-09,2022-09-30,2021-09-11,2023-01-28,2021-03-10,2023-08-01,0.0,3.0,2.0,7.0,4.0,12.0,0.0,-3.0,0.2857142857142857,-5.0,0.3333333333333333,-8.0,7426.0
2-1053882,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,BREJOES,2904308.0,PAVIMENTAÇÃO COM PARALELEPÍPEDO E DRENAGEM DE VIAS DO MUNICÍPIO DE BREJÕES.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-05-25,2022-05-01,455,369371.43,14222.0,611.0,481292.0,2022-03-26,2022-06-30,2021-11-26,2022-10-28,2021-05-25,2023-05-01,4.0,2.0,5.0,2.0,9.0,2.0,2.0,2.0,2.5,3.0,4.5,7.0,2595.0
2-1053883,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,FLORESTOPOLIS,4108007.0,EXECUÇÃO DE PAVIMENTAÇÃO E DRENAGEM EM VIAS DO PERÍMETRO URBANO DO MUNICÍPIO DE FLORESTÓPOLIS/PR.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-15,2021-06-01,277,230000.0,10453.0,515.0,246329.0,2020-08-16,2021-07-31,2020-04-18,2021-11-28,2019-10-16,2022-06-01,0.0,0.0,7.0,0.0,9.0,1.0,,0.0,inf,7.0,9.0,8.0,6508.0
2-1053885,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,CE,MOMBACA,2308500.0,"CONSTRUÇÃO DE DUAS PRAÇAS, NOS BAIRRO RECREIO E SALETE NO MUNICÍPIO DE MOMBAÇA -CE.",IMPLANTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONTRATADA,100.0,2022-06-10,2023-03-01,573,462000.1,43858.0,244.0,2119462.0,2022-04-11,2023-04-30,2021-12-12,2023-08-28,2021-06-10,2024-02-29,14.0,13.0,37.0,28.0,79.0,73.0,1.0769230769230769,1.0,1.3214285714285714,9.0,1.082191780821918,6.0,13086.0
2-1053886,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CALDEIRAO GRANDE,2905503.0,PAVIMENTAÇÃO EM PARALELEPÍPEDO EM DIVERSAS RUAS NO MUNICÍPIO DE CALDEIRÃO GRANDE - BAHIA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-07-01,2021-08-01,277,230000.0,13391.0,492.0,495837.0,2021-05-02,2021-09-30,2021-01-02,2022-01-28,2020-07-01,2022-08-01,9.0,3.0,19.0,9.0,40.0,21.0,3.0,6.0,2.111111111111111,10.0,1.9047619047619049,19.0,2292.0
2-1053887,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,SANTA TEREZA DO OESTE,4124020.0,RECAPEAMENTO ASFÁLTICO,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-12-13,2020-02-01,573,479094.67,10096.0,749.0,326917.0,2019-10-14,2020-04-01,2019-06-16,2020-07-30,2018-12-13,2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,7523.0
2-1053889,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,GO,PORANGATU,5218003.0,PAVIMENTAÇÃO ASFÁLTICA NO MUNICIPIO DE PORANGATU-GO.,PAVIMENTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONCLUÍDO,100.0,2021-02-09,2022-11-01,277,225283.03000000003,45633.0,396.0,4820485.0,2020-12-11,2022-12-31,2020-08-13,2023-04-30,2020-02-10,2023-11-01,13.0,42.0,39.0,120.0,87.0,263.0,0.3095238095238095,-29.0,0.325,-81.0,0.3307984790874524,-176.0,35315.0
2-1053890,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,RAPOSOS,3153905.0,RECAPEAMENTO EM VIAS DO BAIRRO MORRO DAS BICAS NO MUNICIPIO DE RAPOSOS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-26,2021-03-01,277,225357.14,16429.0,732.0,71850.0,2020-04-27,2021-04-30,2019-12-29,2021-08-28,2019-06-27,2022-03-01,13.0,8.0,23.0,19.0,30.0,30.0,1.625,5.0,1.2105263157894737,4.0,1.0,0.0,7442.0
2-1053894,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,BUERAREMA,2904704.0,PAVIMENTAÇÃO E DRENAGEM,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-23,2021-01-01,573,461452.38,18306.0,107.0,209559.0,2020-03-24,2021-03-02,2019-11-25,2021-06-30,2019-05-24,2022-01-01,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,0.0,3662.0
2-1053895,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,FONTOURA XAVIER,4308300.0,PAVIMENTAÇÃO EM VIAS PÚBLICAS NO MUNICÍPIO DE FONTOURA XAVIER/RS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-15,2021-04-01,289,232615.95,10241.0,773.0,583465.0,2020-10-16,2021-05-31,2020-06-18,2021-09-28,2019-12-16,2022-04-01,0.0,2.0,0.0,4.0,1.0,5.0,0.0,-2.0,0.0,-4.0,0.2,-4.0,6312.0
2-1053896,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,RAPOSOS,3153905.0,PAVIMENTAÇÃO EM VIAS DO BAIRRO MATADOURO NO MUNICIPIO DE RAPOSOS,PAVIMENTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONCLUÍDO,100.0,2020-05-12,2022-12-01,277,353098.5,16429.0,732.0,71850.0,2020-03-13,2023-01-30,2019-11-14,2023-05-30,2019-05-13,2023-12-01,7.0,2.0,17.0,6.0,24.0,17.0,3.5,5.0,2.833333333333333,11.0,1.411764705882353,7.0,7442.0
2-1053897,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,NOVO HORIZONTE,3533502.0,REVITALIZAÇÃO DA PRAÇA 9 DE JULHO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-03-31,2020-05-01,277,275757.66000000003,41414.0,447.0,932888.0,2020-01-31,2020-06-30,2019-10-03,2020-10-28,2019-04-01,2021-05-01,11.0,9.0,35.0,35.0,60.0,65.0,1.2222222222222223,2.0,1.0,0.0,0.9230769230769232,-5.0,31203.0
2-1053898,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,AVARE,3504503.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO JARDIM CALIFORNIA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-01,2020-10-01,810,741329.34,91232.0,766.0,1216640.0,2020-06-02,2020-11-30,2020-02-03,2021-03-30,2019-08-02,2021-10-01,5.0,3.0,13.0,15.0,28.0,26.0,1.6666666666666667,2.0,0.8666666666666667,-2.0,1.0769230769230769,2.0,67607.0
2-1053899,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,GUAIRA,4108809.0,PAVIMENTAÇÃO DE VIAS URBANAS NO MUNICÍPIO DE GUAÍRA. AS VIAS SERÃO DEFINIDAS APÓS ANALISE DA EQUIPE QUE ESTA DESENVOLVENDO O PROJETO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-15,2022-09-01,573,509398.25,33310.0,220.0,560508.0,2020-08-16,2022-10-31,2020-04-18,2023-02-28,2019-10-16,2023-09-01,4.0,3.0,7.0,7.0,12.0,11.0,1.3333333333333333,1.0,1.0,0.0,1.0909090909090908,1.0,29677.0
2-1053901,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,AVARE,3504503.0,"PAVIMENTAÇÃO DE DIVERSAS RUAS DO JARDIM CALIFORNIA SENDO ATENDIDAS AS SEGUINTES RUAS ORLANDO CARDOSO,JOSÉ AUGUSTO CLARO, ANTONIO SORBO, RUBENS DE OLIVEIRA E MARIA THERESA SORBO.(PARTE 2)",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-03,2020-08-01,277,498358.77,91232.0,766.0,1216640.0,2020-04-04,2020-09-30,2019-12-06,2021-01-28,2019-06-04,2021-08-01,2.0,3.0,13.0,12.0,32.0,24.0,0.6666666666666666,-1.0,1.0833333333333333,1.0,1.3333333333333333,8.0,67607.0
2-1053904,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,IPAUSSU,3520905.0,REFORMA E REVITALIZAÇÃO DA CALÇADA COM ROTEIRO DE ACESSIBILIDADE E IMPLANTAÇÃO DE CICLOFAIXA NA AVENIDA EMILIA RODRIGUES DE MORAES LEITE,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-28,2020-12-01,573,471375.41,15069.0,568.0,209141.0,2020-05-29,2021-01-30,2020-01-30,2021-05-30,2019-07-29,2021-12-01,3.0,3.0,10.0,13.0,21.0,22.0,1.0,0.0,0.7692307692307693,-3.0,0.9545454545454546,-1.0,7303.0
2-1053906,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,SANTA VITORIA,3159803.0,PAVIMENTAÇÃO ASFÁLTICA EM RUAS E AVENIDAS DO MUNICÍPIO DE SANTA VITÓRIA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-24,2021-03-01,277,278440.7,19872.0,498.0,3002817.0,2020-09-25,2021-04-30,2020-05-28,2021-08-28,2019-11-25,2022-03-01,6.0,2.0,16.0,9.0,31.0,14.0,3.0,4.0,1.7777777777777777,7.0,2.2142857142857144,17.0,12005.0
2-1053907,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,SANTA MARIANA,4123907.0,PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS URBANAS IMPLANTAÇÃO DE GALERIAS DE ÁGUAS PLUVIAIS DISPOSITIVO DE CAPTAÇÃO (BOCAS-DE-LOBO) CALÇADAS COM RAMPAS DE ACESSIBILIDADE E SINALIZAÇÃO VIÁRIA HORIZONTAL E VERTICAL.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-19,2020-12-01,290,289635.84,11622.0,455.0,423909.0,2020-06-20,2021-01-30,2020-02-21,2021-05-30,2019-08-20,2021-12-01,0.0,3.0,1.0,6.0,11.0,7.0,0.0,-3.0,0.1666666666666666,-5.0,1.5714285714285714,4.0,7446.0
2-1053910,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,SANTA MARIANA,4123907.0,"PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS URBANAS IMPLANTAÇÃO DE GALERIAS DE ÁGUAS PLUVIAIS DISPOSITIVO DE CAPTAÇÃO (BOCAS-DE-LOBO) CALÇADAS COM RAMPAS DE ACESSIBILIDADE E SINALIZAÇÃO VIÁRIA HORIZONTAL E VERTICAL, NAS VIAS URBANAS: JOÃO CARVALHO DE MELLO",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-01,2021-02-01,277,348805.68,11622.0,455.0,423909.0,2020-11-02,2021-04-02,2020-07-05,2021-07-31,2020-01-02,2022-02-01,1.0,2.0,5.0,4.0,9.0,4.0,0.5,-1.0,1.25,1.0,2.25,5.0,7446.0
2-1053911,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,IACANGA,3519105.0,RECAPEAMENTO ASFÁLTICO DE DIVERSAS RUAS DO MUNICÍPIO.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-16,2020-08-01,277,226991.91,11858.0,422.0,548029.0,2020-03-17,2020-09-30,2019-11-18,2021-01-28,2019-05-17,2021-08-01,1.0,5.0,3.0,18.0,11.0,31.0,0.2,-4.0,0.1666666666666666,-15.0,0.3548387096774194,-20.0,7305.0
2-1053915,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,PIRAJU,3538808.0,"RECAPEAMENTO ASFÁLTICO, EM CONCRETO BETUMINOSO USINADO A QUENTE - CBUQ, EM DIVERSAS RUAS DO MUNICÍPIO DA ESTÂNCIA TURÍSTICA DE PIRAJU, ESTADO DE SÃO PAULO.",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-06-18,2019-08-01,455,374367.16,29869.0,646.0,505225.0,2019-04-19,2019-09-30,2018-12-20,2020-01-28,2018-06-18,2020-07-31,4.0,3.0,7.0,8.0,23.0,13.0,1.3333333333333333,1.0,0.875,-1.0,1.7692307692307692,10.0,21224.0
2-1053916,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,VOTUPORANGA,3557105.0,RECAPEAMENTO ASFÁLTICO EM DIVERSAS VIAS PÚBLICAS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-02,2020-09-01,573,483706.45,95338.0,525.0,421686.0,2020-05-03,2020-10-31,2020-01-04,2021-02-28,2019-07-03,2021-09-01,32.0,48.0,87.0,139.0,176.0,265.0,0.6666666666666666,-16.0,0.6258992805755396,-52.0,0.6641509433962264,-89.0,89405.0
2-1053917,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,TORRINHA,3554706.0,CONSTRUÇÃO DE GALERIAS PLUVIAIS E RECOMPOSIÇÃO DO PAVIMENTO ASFÁLTICO EM TRECHOS DA RUA SANTA ELIZA E RUA RAUL LACERDA NO CENTRO DE TORRINHA - SP.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-15,2020-07-01,277,299816.87,10056.0,802.0,311172.0,2020-03-16,2020-08-30,2019-11-17,2020-12-28,2019-05-16,2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,7918.0
2-1053920,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SC,CONCORDIA,4204301.0,PAVIMENTAÇÃO ASFÁLTICA EM VIA URBANA DO MUNICÍPIO DE CONCÓRDIA/SC,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-05,2020-08-01,455,381907.62,75167.0,569.0,797260.0,2020-06-06,2020-09-30,2020-02-07,2021-01-28,2019-08-06,2021-08-01,36.0,26.0,69.0,64.0,115.0,111.0,1.3846153846153846,10.0,1.078125,5.0,1.036036036036036,4.0,73455.0
2-1053922,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,CAPANEMA,4104501.0,PAVIMENTAÇÃO ASFÁLTICA SOBRE PEDRAS IRREGULARES EM VIAS PÚBLICAS URBANAS,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-11-21,2020-06-01,573,486349.52,19148.0,368.0,418705.0,2019-09-22,2020-07-31,2019-05-25,2020-11-28,2018-11-21,2021-06-01,11.0,5.0,21.0,18.0,31.0,44.0,2.2,6.0,1.1666666666666667,3.0,0.7045454545454546,-13.0,14048.0
2-1053923,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,TARUMIRIM,3168408.0,"PAVIMENTAÇÃO PAVIMENTAÇÃO ASFÁLTICA E/OU CALÇAMENTO EM BLOQUETES E DRENAGEM PLUVIAL EM VIAS PÚBLICAS, NO DISTRITO DE DOM CARLOTO, NO MUNICÍPIO DE TARUMIRIM",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-28,2021-01-01,289,237013.71,14302.0,284.0,730270.0,2020-03-29,2021-03-02,2019-11-30,2021-06-30,2019-05-29,2022-01-01,4.0,8.0,5.0,14.0,19.0,25.0,0.5,-4.0,0.3571428571428571,-9.0,0.76,-6.0,5551.0
2-1053925,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,CAPANEMA,4104501.0,PAVIMENTAÇÃO  ASFÁLTICA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-24,2021-03-01,277,282904.79000000004,19148.0,368.0,418705.0,2020-08-25,2021-04-30,2020-04-27,2021-08-28,2019-10-25,2022-03-01,11.0,9.0,21.0,19.0,46.0,38.0,1.2222222222222223,2.0,1.105263157894737,2.0,1.2105263157894737,8.0,14048.0
2-1053926,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CAPIM GROSSO,2906873.0,PAVIMENTAÇÃO E DRENAGEM,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-15,2021-05-01,573,461452.38,30862.0,416.0,350032.0,2020-11-16,2021-06-30,2020-07-19,2021-10-28,2020-01-16,2022-05-01,9.0,7.0,38.0,35.0,67.0,71.0,1.2857142857142858,2.0,1.0857142857142856,3.0,0.943661971830986,-4.0,15587.0
2-1053929,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,MANTENA,3139607.0,PAVIMENTAÇÃO E DRENAGEM PLUVIAL DE DIVERSAS VIAS PÚBLICAS DA CIDADE DE MANTENA/MG.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-10,2021-04-01,277,223101.96,27647.0,212.0,682827.0,2020-09-11,2021-05-31,2020-05-14,2021-09-28,2019-11-11,2022-04-01,13.0,4.0,28.0,26.0,42.0,49.0,3.25,9.0,1.0769230769230769,2.0,0.8571428571428571,-7.0,20078.0
2-1053931,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,PIRAJU,3538808.0,"RECAPEAMENTO ASFÁLTICO, EM CONCRETO BETUMINOSO USINADO A QUENTE - CBUQ, EM DIVERSAS RUAS DO MUNICÍPIO DA ESTÂNCIA TURÍSTICA DE PIRAJU, ESTADO DE SÃO PAULO.",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-04-05,2019-08-01,336,272469.53,29869.0,646.0,505225.0,2019-02-04,2019-09-30,2018-10-07,2020-01-28,2018-04-05,2020-07-31,2.0,3.0,15.0,8.0,30.0,13.0,0.6666666666666666,-1.0,1.875,7.0,2.3076923076923075,17.0,21224.0
2-1053933,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,MANTENA,3139607.0,PAVIMENTAÇÃO E DRENAGEM PLUVIAL DE DIVERSAS VIAS PÚBLICAS DA CIDADE DE MANTENA/MG.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-02-11,2021-10-01,395,318413.65,27647.0,212.0,682827.0,2020-12-13,2021-11-30,2020-08-15,2022-03-30,2020-02-12,2022-10-01,8.0,9.0,32.0,21.0,53.0,41.0,0.8888888888888888,-1.0,1.5238095238095235,11.0,1.2926829268292683,12.0,20078.0
2-1053934,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,BOITUVA,3507001.0,IMPLANTAÇÃO DE RECAPEAMENTO ASFÁLTICO NA RUA TORQUATO PROVASI NO MUNICÍPIO DE BOITUVA/SP.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-03-01,2021-05-01,277,223080.22,62170.0,637.0,249014.0,2020-12-31,2021-06-30,2020-09-02,2021-10-28,2020-03-01,2022-05-01,21.0,19.0,41.0,55.0,82.0,107.0,1.105263157894737,2.0,0.7454545454545455,-14.0,0.7663551401869159,-25.0,48413.0
2-1053935,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,CARDOSO,3510708.0,PAVIMENTAÇÃO ASFÁLTICA E SINALIZAÇÃO VIÁRIA.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-15,2021-03-01,277,245488.62,12349.0,422.0,637571.0,2020-05-16,2021-04-30,2020-01-17,2021-08-28,2019-07-16,2022-03-01,2.0,3.0,5.0,7.0,14.0,23.0,0.6666666666666666,-1.0,0.7142857142857143,-2.0,0.6086956521739131,-9.0,7788.0
2-1053936,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MS,NOVA ANDRADINA,5006200.0,"EXECUÇÃO DE RECAPEAMENTO DE PAVIMENTAÇÃO ASFÁLTICA EM DIVERSAS VIAS URBANAS, NO MUNICÍPIO DE NOVA ANDRADINA-MS.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-09-01,2021-03-01,573,507481.98,55224.0,380.0,4776096.0,2020-07-03,2021-04-30,2020-03-05,2021-08-28,2019-09-02,2022-03-01,12.0,8.0,36.0,43.0,61.0,81.0,1.5,4.0,0.8372093023255814,-7.0,0.7530864197530864,-20.0,35759.0
2-1053937,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,PECANHA,3148608.0,PAVIMENTAÇÃO DE RUAS NO MUNICÍPIO DE PEÇANHA/MG.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-11-25,2022-05-01,277,223857.14,17537.0,780.0,995699.0,2021-09-26,2022-06-30,2021-05-29,2022-10-28,2020-11-25,2023-05-01,3.0,0.0,9.0,3.0,15.0,12.0,inf,3.0,3.0,6.0,1.25,3.0,6996.0
2-1053939,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,ITAPUI,3522901.0,PAVIMENTAÇÃO EM VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-17,2021-02-01,277,282386.39,14147.0,456.0,139666.0,2020-02-17,2021-04-02,2019-10-20,2021-07-31,2019-04-18,2022-02-01,0.0,0.0,3.0,0.0,5.0,0.0,,0.0,inf,3.0,inf,5.0,7470.0
2-1053941,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,BEBEDOURO,3506102.0,RECAPEAMENTO ASFÁLTICO EM DIVERSAS RUAS DO MUNICÍPIO,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-04-27,2020-06-01,336,296343.27,77555.0,573.0,682511.0,2020-02-27,2020-07-31,2019-10-30,2020-11-28,2019-04-28,2021-06-01,22.0,11.0,49.0,43.0,121.0,114.0,2.0,11.0,1.1395348837209305,6.0,1.0614035087719298,7.0,66857.0
2-1053944,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,CHAVANTES,3557204.0,PLANEJAMENTO URBANO - PAVIMENTAÇÃO EM DIVERSAS RUAS DO MUNICÍPIO DE CHAVANTES- RUAS DO BAIRRO JARDIM DAS PAINEIRAS E RUAS DO BAIRRO CHAVANTES NOVO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-27,2020-10-01,573,538716.19,12418.0,563.0,188212.0,2020-04-28,2020-11-30,2019-12-30,2021-03-30,2019-06-28,2021-10-01,1.0,0.0,2.0,6.0,10.0,10.0,inf,1.0,0.3333333333333333,-4.0,1.0,0.0,6142.0
